"xlong","ylat","t_cap"
-98.83133,44.4105,2800
-98.85706,44.39734,2800
-98.87193,44.43208,2800
-98.86655,44.43362,2800
-98.74487,44.35345,2800
-98.83925,44.39102,2800
-98.79952,44.40925,2800
-98.83514,44.44004,2800
-98.81131,44.41743,2800
-98.84515,44.45149,2800
-98.83353,44.45229,2800
-98.84534,44.39068,2800
-98.82459,44.38957,2800
-98.8616,44.4484,2800
-98.86684,44.41974,2800
-98.8046,44.36592,2800
-98.85957,44.43668,2800
-98.82768,44.45254,2800
-98.7583,44.3502,2800
-98.829,44.38688,2800
-98.80952,44.40538,2800
-98.80559,44.44473,2800
-98.7995,44.37408,2800
-98.87209,44.41813,2800
-98.82241,44.453,2800
-98.82497,44.42896,2800
-98.8408,44.42635,2800
-98.82993,44.42711,2800
-98.84042,44.43943,2800
-98.81269,44.44472,2800
-98.78633,44.3797,2800
-98.86713,44.4057,2800
-98.75452,44.35159,2800
-98.84636,44.42494,2800
-98.81516,44.43179,2800
-105.54872,34.39148,
-98.79318,44.38148,2800
-98.85673,44.42346,2800
-98.7626,44.34943,2800
-98.87136,44.40266,2800
-98.81027,44.43321,2800
-98.85081,44.45155,2800
-98.826,44.4104,2800
-98.80558,44.39301,2800
-98.81082,44.45253,2800
-98.80836,44.42017,2800
-98.86163,44.40846,2800
-98.77636,44.37905,2800
-98.84625,44.40113,2800
-98.85123,44.4099,2800
-98.85256,44.4378,2800
-98.80573,44.40721,2800
-98.81029,44.36399,2800
-98.75068,44.35401,2800
-98.87936,44.41713,2800
-98.82985,44.44081,2800
-98.84672,44.43883,2800
-98.86137,44.38724,2800
-98.82444,44.44158,2800
-98.85069,44.38967,2800
-100.32824,32.34241,1500
-100.3287,32.36762,1500
-100.33745,32.36803,1500
-100.337,32.34858,1500
-100.33064,32.38275,1500
-100.3352,32.36803,1500
-100.35291,32.36237,1500
-100.34831,32.36219,1500
-100.33036,32.36793,1500
-100.32866,32.38278,1500
-100.33334,32.382,1500
-105.57993,34.95685,
-100.34489,32.34599,1500
-100.35523,32.36249,1500
-100.33484,32.34308,1500
-100.33273,32.36783,1500
-100.3382,32.37861,1500
-100.34985,32.34707,1500
-100.34721,32.34668,1500
-100.35071,32.36225,1500
-100.33023,32.34242,1500
-100.33572,32.38305,1500
-100.32671,32.3826,1500
-100.33319,32.35355,1500
-100.33247,32.34283,1500
-100.32565,32.34164,1500
-100.50409,32.27829,1000
-100.50079,32.2888,1000
-100.57289,32.2985,1000
-100.30109,32.34629,1000
-100.59179,32.28429,1000
-100.56429,32.2994,1000
-100.49439,32.3098,1000
-100.54829,32.2743,1000
-100.50469,32.2982,1000
-100.53859,32.28379,1000
-100.52359,32.2683,1000
-100.55639,32.28159,1000
-100.32069,32.34819,1000
-100.58429,32.3019,1000
-100.51709,32.27829,1000
-100.5622,32.29969,1000
-100.51479,32.27829,1000
-100.5631,32.2833,1000
-100.57529,32.2833,1000
-100.51679,32.2973,1000
-100.53579,32.2705,1000
-100.56599,32.2985,1000
-100.52079,32.2972,1000
-100.49019,32.3101,1000
-100.56809,32.29829,1000
-100.58749,32.2842,1000
-100.5855,32.2832,1000
-100.30589,32.34539,1000
-100.52029,32.31239,1000
-100.50189,32.27829,1000
-100.56519,32.28339,1000
-100.4997,32.27829,1000
-100.53209,32.27729,1000
-100.53019,32.3122,1000
-100.49539,32.27829,1000
-100.50079,32.29829,1000
-100.53809,32.2705,1000
-100.30539,32.3583,1000
-100.55349,32.301,1000
-100.58029,32.3019,1000
-100.50279,32.2888,1000
-100.57499,32.2986,1000
-100.31449,32.34789,1000
-100.48389,32.31039,1000
-100.53309,32.2702,1000
-100.57929,32.2832,1000
-100.57129,32.28339,1000
-100.52259,32.27679,1000
-100.5585,32.28149,1000
-100.5062,32.27829,1000
-100.47229,32.30819,1000
-100.50269,32.29829,1000
-100.49179,32.30249,1000
-100.48549,32.30259,1000
-100.53659,32.28379,1000
-100.31239,32.34789,1000
-100.52789,32.2683,1000
-100.53469,32.28389,1000
-100.49649,32.3097,1000
-100.58229,32.3019,1000
-100.5192,32.27829,1000
-100.5127,32.27829,1000
-100.53059,32.27029,1000
-100.55999,32.2929,1000
-100.31649,32.3481,1000
-100.50959,32.31329,1000
-100.51809,32.31239,1000
-100.5463,32.2742,1000
-100.4988,32.29829,1000
-100.52819,32.3122,1000
-100.52229,32.31229,1000
-100.46719,32.30399,1000
-100.52469,32.27679,1000
-100.56099,32.2832,1000
-100.56239,32.293,1000
-100.48599,32.3103,1000
-100.55779,32.3009,1000
-100.53259,32.28389,1000
-100.47659,32.30809,1000
-100.52629,32.31229,1000
-100.49749,32.27829,1000
-100.48309,32.30259,1000
-100.51059,32.27829,1000
-100.30829,32.34499,1000
-100.4745,32.30809,1000
-100.47869,32.30809,1000
-100.32309,32.34189,1000
-100.4876,32.30259,1000
-100.50509,32.2889,1000
-100.5939,32.2842,1000
-100.49229,32.3099,1000
-100.56929,32.28339,1000
-100.55267,32.27461,1000
-100.52139,32.2683,1000
-100.58969,32.28429,1000
-100.5733,32.2833,1000
-100.31274,32.35366,1000
-100.54229,32.27399,1000
-100.50759,32.3134,1000
-100.46499,32.30399,1000
-100.5771,32.2987,1000
-100.55022,32.27445,1000
-100.50559,32.3134,1000
-100.49889,32.2888,1000
-100.51159,32.31329,1000
-100.30349,32.3458,1000
-100.50359,32.3134,1000
-100.51879,32.2973,1000
-100.5257,32.2683,1000
-100.31061,32.35371,1000
-100.31859,32.3481,1000
-100.59619,32.2841,1000
-100.49859,32.30959,1000
-100.58119,32.2832,1000
-100.30899,32.3578,1000
-100.4969,32.2888,1000
-100.30491,32.35313,1000
-100.48969,32.30249,1000
-100.54429,32.27409,1000
-100.50839,32.27829,1000
-100.48809,32.3102,1000
-100.46919,32.30399,1000
-100.57079,32.29829,1000
-100.52959,32.2772,1000
-100.50959,32.28899,1000
-100.50739,32.2889,1000
-100.54019,32.2706,1000
-100.57729,32.2833,1000
-100.49389,32.3024,1000
-100.3103,32.34789,1000
-100.52429,32.31229,1000
-100.55549,32.3009,1000
-100.51529,32.2891,1000
-100.58349,32.2831,1000
-100.5174,32.2891,1000
-100.53899,32.25069,2300
-100.51769,32.2488,2300
-100.51699,32.2632,2300
-100.46749,32.28659,2300
-100.4987,32.2632,2300
-100.48129,32.26659,2300
-100.46659,32.266,2300
-100.49249,32.2632,2300
-100.55149,32.252,2300
-100.50569,32.2632,2300
-100.49569,32.2488,2300
-100.46129,32.2807,2300
-100.53439,32.2546,2300
-100.50299,32.24889,2300
-100.54279,32.251,2300
-100.45709,32.28109,2300
-100.49929,32.2488,2300
-100.51339,32.2632,2300
-100.47859,32.2861,2300
-100.46159,32.25129,2300
-100.46529,32.25129,2300
-100.48489,32.266,2300
-100.52139,32.2488,2300
-100.51039,32.2488,2300
-100.48799,32.25119,2300
-100.4932,32.28659,2300
-100.52589,32.25129,2300
-100.54649,32.25129,2300
-100.47759,32.2658,2300
-100.50969,32.2632,2300
-100.51399,32.2488,2300
-100.4894,32.2632,2300
-100.47889,32.25079,2300
-100.47119,32.28659,2300
-100.5067,32.24883,2300
-100.48429,32.251,2300
-100.47489,32.286,2300
-100.4726,32.25129,2300
-100.4689,32.25129,2300
-100.52999,32.2544,2300
-100.49559,32.2632,2300
-100.47389,32.266,2300
-100.47019,32.266,2300
-100.48589,32.28659,2300
-100.48959,32.28659,2300
-100.48229,32.28619,2300
-100.36885,32.32851,1620
-100.36428,32.33946,1620
-100.40709,32.34523,1620
-100.39638,32.35576,1620
-100.38419,32.36465,1620
-100.37423,32.30849,1620
-100.37951,32.36432,1620
-100.37853,32.31919,1620
-100.38266,32.35276,1620
-100.35666,32.30806,1620
-100.35681,32.32759,1620
-100.38283,32.34769,1620
-100.37179,32.3083,1620
-100.36933,32.30811,1620
-100.36173,32.31761,1620
-100.35609,32.31712,1620
-100.3815,32.33555,1620
-100.39366,32.35581,1620
-100.37441,32.35245,1620
-100.35941,32.32779,1620
-100.35355,32.31698,1620
-100.39578,32.34281,1620
-100.38686,32.36186,1620
-100.39117,32.3561,1620
-100.35403,32.30787,1620
-100.36688,32.30793,1620
-100.35632,32.33911,1620
-100.37717,32.35255,1620
-100.36449,32.31759,1620
-100.40429,32.34451,1620
-100.40158,32.34479,1620
-100.3729,32.31805,1620
-100.37204,32.34246,1620
-100.3701,32.3179,1620
-100.35921,32.30826,1620
-100.35048,32.31681,1620
-100.37592,32.36414,1620
-100.37794,32.32922,1620
-100.37277,32.32882,1620
-100.37535,32.32902,1620
-100.36162,32.33934,1620
-100.38419,32.33556,1620
-100.35387,32.339,1620
-100.37571,32.31821,1620
-100.36189,32.32797,1620
-100.36732,32.31758,1620
-100.35423,32.32739,1620
-100.38053,32.32942,1620
-100.38187,32.36448,1620
-100.39264,32.34337,1620
-100.3858,32.34761,1620
-100.35863,32.31727,1620
-100.36198,32.30756,1620
-100.351,32.32713,1620
-100.39863,32.356,1620
-100.35898,32.33922,1620
-100.38966,32.34394,1620
-100.36607,32.32842,1620
-100.37455,32.34266,1620
-100.36443,32.30774,1620
-100.38009,32.3527,1620
-100.44708,32.27116,1600
-100.4716,32.3434,1600
-100.46661,32.34441,1600
-100.47532,32.32719,1600
-100.39311,32.26925,1600
-100.43909,32.27972,1600
-100.39666,32.29401,1600
-100.41116,32.26986,1600
-100.44457,32.27059,1600
-100.40373,32.28275,1600
-100.43141,32.27025,1600
-100.42217,32.29096,1600
-100.42369,32.26753,1600
-100.37267,32.36469,1600
-100.41423,32.2695,1600
-100.37319,32.3737,1600
-100.41389,32.29011,1600
-100.45485,32.34803,1600
-100.41609,32.31099,1600
-105.6088,34.39639,
-100.40685,32.28286,1600
-100.45985,32.34449,1600
-100.48879,32.3401,1600
-100.40866,32.26991,1600
-100.42619,32.2966,1600
-100.41,32.28296,1600
-100.46919,32.3435,1600
-100.43663,32.27962,1600
-100.39919,32.2935,1600
-100.49006,32.32782,1600
-100.45729,32.34819,1600
-100.42094,32.26761,1600
-100.42989,32.25919,1600
-100.48518,32.34111,1600
-100.501,32.32664,1600
-100.43657,32.2705,1600
-100.495,32.328,1600
-100.41579,32.33939,1600
-100.44507,32.34494,1600
-100.39415,32.29451,1600
-100.48271,32.32737,1600
-100.4917,32.3395,1600
-100.44229,32.34486,1600
-100.39047,32.26903,1600
-100.46658,32.33143,1600
-100.41833,32.26769,1600
-100.48251,32.34142,1600
-100.49744,32.32814,1600
-100.42149,32.31123,1600
-100.40202,32.29293,1600
-100.49252,32.32793,1600
-100.44183,32.27061,1600
-100.41899,32.3401,1600
-100.42719,32.2589,1600
-100.46339,32.34449,1600
-100.41383,32.30101,1600
-100.39159,32.29499,1600
-100.43917,32.27055,1600
-100.49419,32.339,1600
-100.41914,32.2905,1600
-100.39861,32.26939,1600
-100.39553,32.26927,1600
-100.41583,32.26788,1600
-100.41131,32.28989,1600
-100.44732,32.34507,1600
-100.42381,32.2956,1600
-100.48026,32.32718,1600
-100.47799,32.3271,1600
-100.40459,32.29239,1600
-100.48517,32.32744,1600
-100.43398,32.26069,1600
-100.47719,32.34215,1600
-100.41119,32.3009,1600
-100.42883,32.26975,1600
-100.47029,32.33059,1600
-100.40611,32.26986,1600
-100.36984,32.36475,1600
-100.50359,32.3262,1600
-100.40352,32.26983,1600
-100.44976,32.34493,1600
-100.43397,32.27044,1600
-100.41879,32.31107,1600
-100.41647,32.2902,1600
-100.41629,32.30119,1600
-100.49669,32.33849,1600
-100.42479,32.31139,1600
-100.4876,32.32769,1600
-100.37589,32.371,1600
-100.40057,32.28264,1600
-100.48005,32.34177,1600
-100.42641,32.26828,1600
-100.43549,32.244,2300
-100.47489,32.2216,2300
-100.44989,32.2427,2300
-100.44629,32.2427,2300
-100.45909,32.2221,2300
-100.51499,32.2352,2300
-100.50829,32.22139,2300
-100.50319,32.23539,2300
-100.4997,32.2236,2300
-100.47869,32.22089,2300
-100.47119,32.22189,2300
-100.46619,32.23539,2300
-100.4941,32.23719,2300
-100.49389,32.2217,2300
-100.46299,32.2216,2300
-100.48581,32.21958,2300
-100.48339,32.237,2300
-100.48221,32.22027,2300
-100.46669,32.2216,2300
-100.4903,32.2217,2300
-100.4698,32.2356,2300
-100.51189,32.22139,2300
-100.51559,32.22129,2300
-100.5071,32.23529,2300
-100.5034,32.2235,2300
-100.51109,32.2352,2300
-100.45329,32.2427,2300
-100.47709,32.23589,2300
-100.48699,32.2371,2300
-100.46149,32.2352,2300
-100.4987,32.2362,2300
-100.49049,32.2371,2300
-100.4391,32.244,2300
-100.4427,32.2441,2300
-100.4735,32.23579,2300
-88.24432,40.08881,
-106.13535,42.16506,2000
-106.1021,42.17226,4300
-106.0992,42.03606,4300
-106.18053,42.17519,4300
-106.14437,42.2379,2000
-106.13986,42.19992,2000
-106.17815,42.17807,4300
-106.09834,42.02898,4300
-106.14809,42.06564,4300
-106.14211,42.07232,4300
-106.1622,42.17447,4300
-106.12076,42.19678,2000
-106.11351,42.01946,4300
-106.1272,42.21206,2000
-106.13252,42.15091,4300
-106.12053,42.13195,4300
-106.09835,42.08526,4300
-106.15459,42.16941,4300
-106.13992,42.19143,4300
-106.12084,42.16791,4300
-106.0929,42.15397,4300
-106.10072,42.16853,4300
-106.09928,42.05861,4300
-106.11095,42.02694,4300
-106.1384,42.17212,4300
-106.09982,42.0619,4300
-106.10007,42.0685,4300
-106.14019,42.2237,2000
-106.15436,42.1665,4300
-106.14177,42.01798,4300
-106.14073,42.01141,4300
-106.119,42.04916,4300
-106.14307,42.23428,2000
-106.10166,42.02177,4300
-106.14253,42.24206,2000
-106.16348,42.17732,4300
-106.13948,42.00814,4300
-106.14128,42.17924,4300
-106.09824,42.07883,4300
-106.10693,42.15371,4300
-106.1415,42.01471,4300
-106.11224,42.04695,4300
-106.15888,42.24131,2000
-106.18295,42.17238,4300
-106.1252,42.20422,2000
-106.13974,42.22769,2000
-106.09957,42.03238,4300
-106.12575,42.08886,4300
-106.14269,42.02452,4300
-106.09862,42.08859,4300
-106.09457,42.15706,4300
-106.09606,42.1616,4300
-106.12023,42.13895,4300
-106.11272,42.02274,4300
-106.11533,42.18962,2000
-106.12027,42.16433,4300
-106.13882,42.23149,2000
-106.15526,42.17231,4300
-106.10115,42.01868,4300
-106.09908,42.07238,4300
-106.14656,42.18591,4300
-106.10434,42.14702,4300
-106.13562,41.9982,4300
-106.09917,42.09551,4300
-106.09973,42.09932,4300
-106.14629,42.14937,4300
-106.14585,42.15501,4300
-106.15369,42.16356,4300
-106.0982,42.05536,4300
-106.12924,42.18539,4300
-106.11434,42.0767,4300
-106.0933,42.04376,4300
-106.15957,42.24498,2000
-106.10634,42.17953,4300
-106.13693,42.00147,4300
-106.11339,42.08068,4300
-106.13693,42.16858,4300
-106.10062,42.06519,4300
-106.1596,42.23733,2000
-106.14392,42.18254,4300
-106.14286,42.02775,4300
-106.15813,42.23379,2000
-106.09261,42.04649,4300
-106.1433,42.24592,2000
-106.12017,42.1424,4300
-106.11308,42.08447,4300
-106.16548,42.18023,4300
-106.10916,42.18284,4300
-106.10352,42.1761,2000
-106.0923,42.04927,4300
-106.1421,42.02129,4300
-106.14004,42.20808,2000
-106.09748,42.08205,4300
-106.14014,42.21587,2000
-106.09597,42.05224,4300
-106.10075,42.02539,4300
-106.1236,42.20029,2000
-106.14604,42.15223,4300
-106.11055,42.03484,4300
-106.13819,42.00479,4300
-106.09816,42.03921,4300
-106.09869,42.07563,4300
-106.12439,42.1785,4300
-106.12143,42.17155,4300
-105.64861,34.36106,
-106.13252,42.1887,4300
-106.14002,42.20397,2000
-106.10479,42.15033,4300
-106.14008,42.19535,2000
-106.11791,42.1932,2000
-106.14661,42.14643,4300
-106.12469,42.08355,4300
-106.13998,42.21195,2000
-106.12252,42.17506,4300
-106.12041,42.13545,4300
-106.14412,42.24986,2000
-106.13981,42.17569,4300
-106.13345,42.16153,4300
-106.12608,42.20808,2000
-106.09099,42.15049,4300
-106.14591,42.06902,4300
-106.13235,42.15446,4300
-106.13272,42.15849,4300
-106.08901,42.14696,4300
-106.12686,42.18193,4300
-106.12464,42.07921,4300
-106.09894,42.09199,4300
-106.11046,42.03809,4300
-106.12012,42.16068,4300
-106.11285,42.18613,4300
-106.09587,42.04178,4300
-106.11009,42.03137,4300
-106.14021,42.21978,2000
-84.30851,41.4591,100
-92.59039,47.57489,2500
-92.61609,47.57289,2500
-92.59739,47.57329,2500
-92.605,47.57259,2500
-92.58229,47.57499,2500
-92.58629,47.57469,2500
-92.6126,47.57259,2500
-92.59399,47.57449,2500
-92.60119,47.57299,2500
-92.60889,47.57239,2500
-101.6069,33.11709,2500
-101.58058,33.10759,2500
-101.73904,33.17266,2500
-101.73185,33.1498,2500
-101.60728,33.13124,2500
-101.70924,33.16028,2500
-101.75221,33.18768,2500
-101.77853,33.20453,2500
-101.74389,33.20379,2500
-101.71736,33.147,2500
-101.5846,33.10766,2500
-101.72555,33.1932,2500
-101.72325,33.14975,2500
-101.68679,33.17497,2500
-101.76504,33.20292,2500
-101.70915,33.14672,2500
-101.66264,33.13483,2500
-101.76033,33.20316,2500
-101.68648,33.15481,2500
-101.6414,33.11718,2500
-101.76505,33.15779,2500
-101.64095,33.14829,2500
-101.67661,33.17355,2500
-101.65523,33.15663,2500
-101.73248,33.16245,2500
-101.66995,33.1392,2500
-101.62447,33.12978,2500
-101.65063,33.13455,2500
-101.72761,33.14978,2500
-101.74844,33.15614,2500
-101.73856,33.18774,2500
-101.58083,33.1198,2500
-101.61146,33.13123,2500
-101.63732,33.11688,2500
-101.62466,33.11199,2500
-101.7448,33.15459,2500
-101.63722,33.14694,2500
-101.75185,33.17378,2500
-101.66979,33.15507,2500
-101.65002,33.11686,2500
-101.71322,33.16206,2500
-101.67253,33.17334,2500
-101.69059,33.15471,2500
-101.7702,33.18746,2500
-101.77036,33.20298,2500
-101.60269,33.11596,2500
-101.66823,33.17421,2500
-101.74307,33.17275,2500
-101.74808,33.18767,2500
-101.75209,33.20373,2500
-101.71324,33.1469,2500
-101.67828,33.14067,2500
-101.7309,33.12,2500
-101.76089,33.15885,2500
-101.64484,33.1495,2500
-101.72449,33.16129,2500
-101.69544,33.13498,2500
-101.77505,33.18336,2500
-101.66379,33.1548,2500
-101.77924,33.18335,2500
-101.74751,33.17376,2500
-101.71619,33.17568,2500
-101.7834,33.18324,2500
-101.67448,33.15496,2500
-101.73086,33.20403,2500
-101.76564,33.18775,2500
-101.75235,33.15613,2500
-101.65971,33.17063,2500
-105.68262,34.98953,
-101.69875,33.15549,2500
-101.65173,33.16987,2500
-101.65468,33.13455,2500
-101.65955,33.15495,2500
-101.73483,33.20404,2500
-101.65097,33.1576,2500
-101.59855,33.11498,2500
-101.73975,33.20374,2500
-101.63332,33.11596,2500
-101.69115,33.13507,2500
-101.72141,33.1932,2500
-101.77441,33.2039,2500
-101.64562,33.11715,2500
-101.69978,33.17284,2500
-101.68237,33.14061,2500
-101.68227,33.15492,2500
-101.72642,33.12,2500
-101.6638,33.17135,2500
-101.61097,33.11796,2500
-101.70815,33.17586,2500
-101.61591,33.13043,2500
-101.59396,33.11232,2500
-101.71217,33.17577,2500
-101.74801,33.20376,2500
-101.6587,33.1346,2500
-101.69146,33.17492,2500
-101.58517,33.12002,2500
-101.69972,33.13488,2500
-101.69584,33.1728,2500
-101.62001,33.13041,2500
-101.62911,33.14459,2500
-101.67419,33.14047,2500
-101.70485,33.14663,2500
-101.74401,33.18766,2500
-101.67829,33.15495,2500
-101.70371,33.17613,2500
-101.68216,33.17358,2500
-101.68686,33.14093,2500
-101.65417,33.11762,2500
-101.73437,33.18782,2500
-101.58912,33.1101,2500
-101.65574,33.17014,2500
-101.62873,33.11292,2500
-101.75625,33.20342,2500
-101.63358,33.14502,2500
-101.69468,33.15473,2500
-101.76912,33.1577,2500
-101.66224,33.1186,2500
-101.75665,33.15884,2500
-101.74065,33.15463,2500
-101.72849,33.16259,2500
-101.65815,33.11848,2500
-76.03129,38.8184,100
-76.03252,38.8184,100
-76.03375,38.81841,100
-98.96169,35.87859,2400
-98.8784,35.85479,2400
-98.94159,35.8738,2400
-98.94149,35.8584,2400
-98.91119,35.86869,2400
-98.96569,35.87849,2400
-98.94819,35.85259,2400
-98.88609,35.8668,2400
-98.9922,35.86549,2400
-98.88639,35.85889,2400
-98.95739,35.862,2400
-98.8821,35.87389,2400
-98.98529,35.8821,2400
-98.95289,35.86519,2400
-98.93169,35.84679,2400
-98.97959,35.85199,2400
-98.9063,35.869,2400
-98.98919,35.85859,2400
-98.93649,35.87549,2400
-98.93689,35.85989,2400
-99.00129,35.86799,2400
-98.97759,35.85909,2400
-98.95609,35.87989,2400
-98.92709,35.85389,2400
-98.87449,35.85399,2400
-98.94919,35.86709,2400
-98.90309,35.86269,2400
-98.91909,35.86889,2400
-98.98549,35.8584,2400
-98.97299,35.86639,2400
-98.87769,35.8742,2400
-98.99609,35.86509,2400
-98.88229,35.85729,2400
-98.94479,35.85469,2400
-98.98239,35.86789,2400
-98.91539,35.86879,2400
-98.89249,35.85149,2400
-98.93109,35.87619,2400
-98.97279,35.88049,2400
-98.98139,35.8444,2400
-98.93189,35.8606,2400
-98.98539,35.86559,2400
-98.94489,35.86699,2400
-98.89339,35.8648,2400
-98.92249,35.85389,2400
-98.98449,35.8509,2400
-98.92279,35.8691,2400
-98.88639,35.8732,2400
-98.98069,35.87999,2400
-98.96189,35.86169,2400
-98.93609,35.85209,2400
-98.99249,35.84929,2400
-98.98169,35.85949,2400
-98.98869,35.8803,2400
-99.0109,45.93319,1500
-98.92748,45.95817,1500
-99.00099,45.90809,1500
-98.94424,45.95094,1500
-99.03833,45.88281,1500
-98.99579,45.92089,1500
-98.98205,45.9523,1500
-98.9337,45.94614,1500
-98.97957,45.94178,1500
-98.94976,45.95768,1500
-98.98988,45.90188,1500
-98.94826,45.94845,1500
-99.03466,45.88381,1500
-98.95314,45.95638,1500
-98.99919,45.93129,1500
-98.95795,45.94406,1500
-98.97655,45.94385,1500
-99.04385,45.88685,1500
-99.06089,45.89279,1500
-99.02069,45.89933,1500
-98.92207,45.96081,1500
-99.01079,45.90379,1500
-98.94329,45.96078,1500
-98.90823,45.97506,1500
-99.05759,45.89399,1500
-98.96533,45.96352,1500
-99.01701,45.90046,1500
-98.99761,45.94214,1500
-98.97427,45.96779,1500
-98.94633,45.95933,1500
-99.01087,45.92511,1500
-99.02869,45.90799,1500
-98.90187,45.97808,1500
-105.62599,34.30921,
-98.95238,45.97406,1500
-99.04058,45.88828,1500
-98.97678,45.9655,1500
-99.01419,45.92369,1500
-98.97072,45.95998,1500
-98.94096,45.9426,1500
-99.00139,45.92979,1500
-98.9936,45.94444,1500
-98.96469,45.94051,1500
-98.90363,45.96925,1500
-98.9795,45.96381,1500
-99.01349,45.91239,1500
-99.03129,45.90649,1500
-98.94032,45.95221,1500
-98.89825,45.9803,1500
-98.96776,45.9619,1500
-99.03099,45.91919,1500
-98.96874,45.97175,1500
-99.01189,45.91509,1500
-98.94408,45.98009,1500
-98.96553,45.94934,1500
-99.01799,45.90989,1500
-98.99789,45.91009,1500
-99.00597,45.93704,1500
-99.03749,45.91609,1500
-98.97177,45.9696,1500
-99.00429,45.92799,1500
-99.02449,45.89792,1500
-98.9121,45.97329,1500
-98.8969,45.97178,1500
-98.91592,45.96326,1500
-98.93631,45.95384,1500
-98.96592,45.97743,1500
-98.95946,45.98155,1500
-98.97411,45.95785,1500
-99.02859,45.93169,1500
-98.95779,45.95366,1500
-99.04459,45.91329,1500
-98.99407,45.8999,1500
-99.03148,45.88584,1500
-99.02509,45.90919,1500
-98.9627,45.98029,1500
-98.98304,45.94103,1500
-98.99299,45.92259,1500
-98.96094,45.94217,1500
-99.03487,45.9052,1500
-99.04099,45.91459,1500
-99.06744,45.8886,1500
-99.05509,45.89509,1500
-99.06429,45.89159,1500
-99.02819,45.92019,1500
-98.95549,45.97197,1500
-98.98868,45.94805,1500
-98.94035,45.98204,1500
-99.03449,45.91749,1500
-98.97379,45.94672,1500
-98.95531,45.94565,1500
-98.99009,45.92409,1500
-98.9861,45.94958,1500
-98.97702,45.95646,1500
-99.0254,45.93409,1500
-99.00409,45.90659,1500
-98.99539,45.93319,1500
-98.99869,45.91909,1500
-98.95154,45.94707,1500
-99.00759,45.92649,1500
-98.9109,45.96615,1500
-98.99209,45.93449,1500
-99.04752,45.91156,1500
-98.93787,45.94406,1500
-99.00309,45.93899,1500
-105.57475,34.37213,
-99.05069,45.89599,1500
-98.94406,45.94081,1500
-98.99259,45.90139,1500
-99.04731,45.8843,1500
-98.91616,45.97188,1500
-99.04529,45.90039,1500
-98.94708,45.97709,1500
-98.90039,45.97039,1500
-99.00058,45.89778,1500
-98.95985,45.96994,1500
-98.96208,45.96687,1500
-98.98979,45.93679,1500
-99.00774,45.9058,1500
-98.98689,45.93889,1500
-99.00851,45.93514,1500
-98.90506,45.97662,1500
-96.75694,44.6649,2800
-96.67968,44.62122,2800
-96.67493,44.64231,2500
-96.74023,44.6194,2800
-96.72656,44.63572,2800
-96.76637,44.65011,2800
-96.76074,44.62495,2800
-96.77863,44.61977,2800
-96.62935,44.62831,2800
-96.75295,44.64003,2800
-96.71228,44.62834,2800
-96.76755,44.66457,2800
-96.6593,44.61162,2500
-96.7674,44.62505,2800
-96.70013,44.63608,2800
-96.60513,44.58944,2800
-96.72656,44.61924,2800
-96.68646,44.6061,2500
-96.69433,44.6143,2800
-96.66758,44.6206,2800
-96.77818,44.64797,2800
-96.77042,44.64808,2800
-96.76138,44.66407,2800
-96.71784,44.6277,2800
-96.72952,44.60512,2800
-96.589,44.58027,2800
-96.6142,44.59554,2800
-96.773,44.62289,2800
-96.59092,44.59141,2800
-96.62773,44.61431,2800
-96.63429,44.61145,2500
-96.71239,44.61078,2800
-96.58584,44.59359,2800
-96.67333,44.62122,2800
-96.69972,44.60371,2800
-96.64528,44.60697,2500
-96.69607,44.62542,2800
-96.74654,44.64004,2800
-96.59666,44.58028,2800
-96.67423,44.61106,2800
-96.70646,44.62834,2800
-96.71877,44.61175,2800
-96.73441,44.64736,2500
-96.66821,44.61125,2800
-96.70047,44.62172,2800
-96.74066,44.64282,2800
-96.73273,44.61856,2800
-96.67967,44.63882,2800
-96.63934,44.62059,2800
-96.78928,44.64853,2800
-96.76109,44.64076,2800
-96.69216,44.63434,2800
-96.73467,44.63279,2800
-96.75283,44.62023,2800
-96.66553,44.63703,2800
-105.73372,34.87622,
-96.68729,44.63439,2800
-121.4518,36.50515,1850
-118.3829,35.05843,65
-118.38268,35.06211,65
-118.39198,35.05925,65
-118.38702,35.05684,65
-118.39619,35.06229,65
-118.39152,35.06229,65
-118.38313,35.05823,65
-118.38438,35.05876,65
-118.38299,35.0552,65
-118.38915,35.06004,65
-118.38342,35.05458,65
-118.38669,35.057,65
-118.3822,35.06091,65
-118.38738,35.05831,65
-118.38403,35.05402,65
-118.38149,35.06306,65
-118.38434,35.05509,65
-118.38344,35.05317,65
-118.38619,35.0578,65
-118.39639,35.0621,65
-118.3904,35.0574,65
-118.38829,35.0631,65
-118.38758,35.05817,65
-118.39112,35.05681,65
-118.39151,35.05964,65
-118.3837,35.05934,65
-118.38243,35.0623,65
-118.38151,35.05978,65
-118.38839,35.0615,65
-118.39099,35.0612,65
-118.38222,35.05425,65
-118.38479,35.0575,65
-118.38528,35.057,65
-118.39063,35.05878,65
-118.38554,35.05682,65
-118.39129,35.0625,65
-118.38198,35.05925,65
-118.38579,35.0566,65
-118.38499,35.0594,65
-118.38139,35.0603,65
-118.38757,35.05663,65
-118.38521,35.05922,65
-118.38994,35.0578,65
-118.38163,35.05785,65
-118.38164,35.05319,65
-118.38364,35.05438,65
-118.39014,35.05918,65
-118.38266,35.06053,65
-118.38387,35.05545,65
